"run" "sentID" "word" "fixdur"
1 1 1 159.262882096932
1 1 3 300.746368694476
1 1 2 165.665173615654
1 1 4 190.090676353319
1 1 5 75.665999288508
1 1 6 282.899884754066
1 1 7 118.097786312639
1 1 8 159.442617863665
1 1 9 170.150930985832
1 1 10 120.669720191529
1 1 11 197.617386009474
1 2 1 269.962603292805
1 2 2 139.251360583077
1 2 3 115.786043012678
1 2 4 188.316610730701
1 2 5 268.11023633157
1 2 5 307.418299636881
1 2 7 204.964940337237
1 2 9 290.542560418404
1 2 8 165.158670554214
1 2 10 120.118078962188
1 3 1 166.823951385353
1 3 3 298.599297228175
1 3 2 186.516033848354
1 3 4 239.697034303066
1 3 5 140.947360121387
1 3 6 187.186549506434
1 3 7 138.130828231458
1 3 8 110.872982080104
1 3 10 261.525806958711
1 4 1 126.732089680506
1 4 3 217.313578241931
1 4 2 175.607393496767
1 4 4 204.379239987362
1 4 6 191.627863652432
1 4 7 207.570533851627
1 4 8 360.789615876222
1 5 1 349.657017558529
1 5 3 325.552084524737
1 5 4 185.192745885423
1 5 2 80.6932083497673
1 5 6 349.863677294773
1 5 7 242.697189316575
1 6 1 327.962886956027
1 6 3 389.379885581345
1 6 4 207.32833118386
1 6 5 277.601113745493
1 6 6 268.335105457796
1 6 7 181.339331718867
1 6 2 224.376459756496
1 6 8 143.944402694951
1 6 9 279.55316152933
1 7 1 177.753395460798
1 7 2 230.92350703551
1 7 3 217.095920137795
1 7 4 187.013818408416
1 7 5 116.618014822642
1 7 6 209.667653941265
1 7 7 199.270679143819
1 7 8 186.168802936172
1 7 10 241.377835693059
1 8 1 255.158142190709
1 8 2 174.523299158688
1 8 3 122.178833117369
1 8 4 336.985717564836
1 8 6 403.719547747067
1 8 3 130.446559682914
1 8 7 148.013436870521
1 8 8 224.573547697328
1 8 9 204.019289465872
1 8 10 133.762959230137
1 8 11 217.079245485558
1 9 1 129.793691606749
1 9 7 400.716165564516
1 10 1 368.259361588847
1 10 3 119.542299753628
1 10 4 339.485079173535
1 10 6 206.925116265066
1 10 7 139.278699054478
1 10 5 161.125745455285
1 10 8 114.307219012026
1 10 9 246.251399085706
1 10 10 322.829344599952
1 11 1 197.333015438913
1 11 3 188.944272974973
1 11 5 710.746893756555
1 11 7 264.549507617135
1 11 2 199.134729130649
1 11 8 179.714211521753
1 11 5 131.023189762139
1 11 9 164.027543405422
1 12 1 174.798302234008
1 12 3 272.060861131338
1 12 5 483.646373331837
1 12 8 373.804484583388
1 13 1 119.946605766464
1 13 2 287.516072002924
1 13 3 117.386925894076
1 13 4 187.810108627881
1 13 5 310.268879742708
1 13 6 173.902888513755
1 13 5 150.12766306157
1 13 8 547.975560710425
1 14 1 172.985181832326
1 14 2 317.473060423108
1 14 3 224.635910035404
1 14 4 148.052462868983
1 14 5 214.01909858705
1 14 6 391.153257227726
1 14 7 189.007674978202
1 14 8 175.807339959776
1 15 1 265.564855779242
1 15 2 244.661538477102
1 15 3 148.702312315547
1 15 4 182.392539518781
1 15 5 200.406293188021
1 15 6 264.82679302577
1 15 1 124.554783908186
1 15 7 230.180717071514
1 15 9 498.443461918947
1 16 1 248.517912027257
1 16 2 228.81926086169
1 16 3 159.984210847604
1 16 5 377.029935008619
1 16 4 120.959753410808
1 16 6 235.911270419645
1 17 1 197.207730633098
1 17 2 308.865471447515
1 17 4 287.193855154784
1 17 5 142.546931359161
1 17 6 222.015232549062
1 17 7 211.496012291506
1 17 3 197.865737133996
1 17 8 180.004603943729
1 17 9 129.226260203173
1 18 1 231.18403527938
1 18 3 447.451497936625
1 18 5 330.910797396528
1 18 6 175.495484889243
1 18 8 310.946383338246
1 18 10 217.416981885956
1 19 1 233.297826025834
1 19 2 255.699938660591
1 19 3 199.359484861564
1 19 4 119.018760525941
1 19 5 263.902097689066
1 19 6 185.071091142937
1 19 7 235.455328537786
1 19 9 283.71251019683
1 19 8 123.938018863186
1 19 10 315.117101901881
1 19 11 380.220175300654
1 20 1 257.554109965411
1 20 3 264.839984160466
1 20 2 285.375699947547
1 20 4 256.549330453958
1 20 5 217.024934110937
1 20 6 217.995883505834
1 20 7 79.9737674120373
1 20 8 218.765171044765
1 20 9 167.065816348803
1 20 10 189.263153916108
1 21 1 156.055542375494
1 21 2 98.0188744210446
1 21 2 74.2590403407177
1 21 3 369.882724034981
1 21 5 220.224631833994
1 21 6 303.380916166688
1 21 8 184.038425206986
1 21 7 202.657763816949
1 21 9 185.966950180859
1 21 10 198.831197920908
1 22 1 229.898865964577
1 22 2 220.659275516009
1 22 3 134.907792603434
1 22 4 273.077898147233
1 22 6 485.038279004036
1 22 7 175.42782508319
1 23 1 137.807828538948
1 23 2 83.1595006724814
1 23 3 539.895850972412
1 23 5 391.400248472735
1 23 6 158.144101008645
1 23 7 202.315398869366
1 24 1 228.926153670094
1 24 2 405.782945480687
1 24 3 141.517068855859
1 24 4 122.16047158986
1 24 5 147.882927095714
1 24 6 248.335854676219
1 24 8 372.14161705126
1 24 9 261.251553412923
1 24 10 154.051242152549
1 25 1 160.646541692376
1 25 2 274.345168520881
1 25 4 204.101643863337
1 25 5 158.248749520853
1 25 6 390.327612595328
1 25 7 260.118449035392
1 25 3 164.94894159413
1 25 8 137.748709650591
1 26 1 189.715998825427
1 26 2 245.418734104714
1 26 3 125.652921636951
1 26 4 322.534827051698
1 26 1 152.327224035578
1 26 5 355.510407088972
1 26 6 232.869493506587
1 26 7 280.586701880804
1 27 1 188.549064914069
1 27 2 176.372996532491
1 27 3 127.500101383293
1 27 4 212.462256918663
1 27 5 195.809042563373
1 27 6 176.431234038034
1 27 7 257.233793081659
1 28 1 224.006212742478
1 28 2 262.621726824865
1 28 3 176.815690346853
1 28 5 258.217926486327
1 28 6 185.967044729415
1 28 7 232.942653448198
1 28 8 289.951045110096
1 28 4 243.154437398889
1 28 10 253.804544506953
1 29 1 208.531668758724
1 29 3 230.595842256014
1 29 2 201.922017118251
1 29 4 126.703040819937
1 29 5 208.382332215261
1 29 6 283.365676551592
1 29 8 389.414221239969
1 30 1 328.960179353953
1 30 2 163.488933774561
1 30 3 177.63922694692
1 30 4 124.665523108483
1 30 4 106.609560305089
1 30 5 226.377672042207
1 30 3 210.707727809744
1 30 6 130.141315224676
1 30 7 117.056565054879
1 31 1 218.824027426321
1 31 2 134.106575627356
1 31 4 287.793415885592
1 31 5 336.025073971958
1 31 3 152.576724196656
1 31 7 228.159247171932
1 31 9 393.939254201672
1 32 1 186.746071713236
1 32 6 200.698674380442
1 32 3 409.831881555673
1 32 5 163.648680959667
1 32 8 672.394994619379
1 33 1 234.545521068708
1 33 3 349.259641057763
1 33 4 192.965833983709
1 33 5 254.39699916216
1 33 6 321.021237103935
1 33 2 213.927265794415
1 33 7 245.799676103023
1 34 1 232.184208621084
1 34 2 202.86283946688
1 34 3 167.135691154431
1 34 4 198.956908591408
1 34 5 227.389678285814
1 34 6 129.50893695914
1 34 8 296.886531055626
1 35 1 260.877683040425
1 35 2 176.277035823566
1 35 3 118.232472864309
1 35 4 140.113788389314
1 35 4 171.021737658532
1 35 6 159.23005227136
1 36 1 209.011769201264
1 36 2 160.222473542612
1 36 3 162.489922526933
1 36 4 268.406199269457
1 36 5 225.63572735244
1 36 6 323.798805808547
1 36 8 529.260445236157
1 37 1 252.408952341539
1 37 2 126.90174193967
1 37 3 98.4153560314821
1 37 3 176.993944388145
1 37 5 509.011283500703
1 37 6 156.201784397996
1 37 7 233.743307527206
1 37 8 179.360398676319
1 38 1 113.327308762392
1 38 2 270.367290164349
1 38 3 139.260229390955
1 38 4 175.971300833853
1 38 5 131.590483241136
1 38 7 334.630606014957
1 38 8 290.062657036225
1 38 6 164.017009017244
1 38 9 236.854346814935
1 39 1 168.992640355478
1 39 2 183.915876598028
1 39 3 207.34054424175
1 39 4 176.798718179556
1 39 5 219.53926890661
1 39 7 157.681672772731
1 39 8 240.371018371607
1 39 9 316.942197475297
1 40 1 191.070910775709
1 40 3 315.607927928155
1 40 5 272.737080489353
1 40 6 248.540484195032
1 40 4 180.156290807308
1 40 8 295.06680797644
1 40 9 375.975443833065
1 40 11 211.765521975472
1 41 1 173.534670483134
1 41 3 198.563896106984
1 41 4 280.579464812424
1 41 5 436.023087179933
1 41 7 697.996977755169
1 41 2 92.1824461379684
1 41 2 87.0947306283138
1 41 3 85.5650264774334
1 41 1 134.535806519062
1 41 3 246.858326879252
1 41 6 199.616220574793
1 41 8 119.927401024302
1 42 1 498.550255241725
1 42 3 292.284099838677
1 42 4 219.491741880076
1 42 5 128.12339983608
1 42 6 226.079541132982
1 42 8 223.345313121987
1 42 9 167.223704571322
1 43 1 303.490664208603
1 43 3 324.652674071545
1 43 4 227.072145890262
1 43 5 207.22468339084
1 43 7 389.033261119111
1 43 8 208.86925859487
1 44 1 274.839112461044
1 44 3 294.891254600671
1 44 4 114.022213362931
1 44 5 221.903707181531
1 44 2 138.080316018391
1 44 6 124.530420208362
1 44 6 123.612397227864
1 44 7 201.256792456804
1 44 9 266.094674995965
1 44 10 198.65216702228
1 45 1 411.401708876948
1 45 3 218.226239702353
1 45 4 154.749005528109
1 45 5 249.269681125417
1 45 7 208.059723375083
1 46 1 217.000478111766
1 46 2 113.262052084606
1 46 4 348.708498332793
1 46 3 148.576661369009
1 46 6 274.655218413002
1 46 8 283.35745343483
1 47 1 265.136383751353
1 47 2 229.842617344602
1 47 3 228.273709314567
1 47 4 196.976503713977
1 47 5 183.365466006886
1 47 6 231.874280417222
1 47 8 176.245479820254
1 47 9 274.735971127328
1 48 1 249.366620074713
1 48 8 479.037042253289
1 49 1 187.570177175815
1 49 2 386.571174644862
1 49 3 92.852591730675
1 49 5 250.511586513871
1 49 4 189.190020938881
1 49 6 171.76661885684
1 49 8 308.321371466905
1 50 1 172.487471690913
1 50 4 167.222248735675
1 50 5 396.04254451143
1 50 7 592.486390070941
1 50 3 239.897637606441
1 50 2 239.979078079638
1 50 9 221.657019849663
1 51 1 233.598519146862
1 51 2 264.36514370793
1 51 3 208.698321729654
1 51 5 260.349746810167
1 51 6 243.555122755407
1 51 8 245.251294049417
1 51 9 182.45169732691
1 51 10 200.177704337825
1 51 11 255.580134998597
1 52 1 245.63657851833
1 52 2 116.018259638066
1 52 3 139.554757065856
1 52 4 173.885273732729
1 52 6 195.053101505237
1 53 1 178.02160513195
1 53 2 178.560777699605
1 53 3 145.123887894894
1 53 4 96.6471110901328
1 53 6 225.600208072393
1 53 7 229.952189341317
1 53 9 525.298509283097
1 54 1 144.976440096849
1 54 2 122.513199706335
1 54 4 289.625252196711
1 54 5 173.877183888934
1 54 6 199.033090829736
1 54 7 270.43965801301
1 54 8 152.995924970869
1 55 1 252.472524810966
1 55 2 244.564446088376
1 55 3 200.286566441501
1 55 5 354.679738063467
1 55 7 301.17149968025
1 55 8 263.498696815297
1 55 9 175.311048461528
1 55 10 368.21791829139
1 56 1 287.61351785284
1 56 2 163.891914146127
1 56 3 282.19265608993
1 56 4 180.66070804141
1 56 5 185.204131874307
1 56 6 137.833369705165
1 56 7 100.296325152576
1 57 1 117.892422319507
1 57 2 200.13191290821
1 57 2 150.602542903702
1 57 3 265.941385831757
1 57 5 217.770472211341
1 57 6 272.957784047465
1 57 7 135.210340364638
1 58 1 333.402202647619
1 58 2 242.188612056858
1 58 1 192.765162625174
1 58 4 326.32593731588
